@relation BILANCIAdataset400NUOVO-weka.filters.unsupervised.attribute.NominalToString-Cfirst

@attribute descr string
@attribute Puzzle numeric
@attribute Adventure numeric
@attribute Action numeric
@attribute RPG numeric
@attribute Simulation numeric
@attribute Strategy numeric
@attribute Shooter numeric
@attribute Sports numeric
@attribute Racing numeric
@attribute Educational numeric
@attribute Fighting numeric
@attribute BoardGames numeric

@data
' challeng heart classic card game fan spade bridg rummi blast whether beginn heart master find difficulti level match skill tri play differ card pass rule jack diamond variat unlock card style earn achiev compet top spot leaderboard shoot moon finish game feel like brag tweet new achiev irresist featur singl player includ three challeng difficulti level complet achiev unlock new card back earn point compet top spot leaderboard tri altern pass rule jack diamond variat show tweet achiev univers design iphon ipad ipod touch ',0,0,0,0,0,0,0,0,0,0,0,1
' time throw real dice know love classic evergreen yatzi dice board game huuug dice combin fun new innov foremost best dice throw experi ever saw app simpl classic one one duel either friend ludicr challeng think beat play hour row choos real player matchup daili week challeng choos huuug dice play style suit bing dice throw galor wherev suit huuug dice featur duel mode look oppon choos ant will bet victori challeng play daili week challeng coin mode daili roll quick addict daili play also increas coin count quick play quick direct action real player coin thrill dice throw feel hand fun dice throw flip dice press button judg like real dice board game experi better download huuug dice start finger lickin dice flickin ',0,0,0,0,0,0,0,0,0,0,0,1
' asso piglia tutto italian trick take card game play standard italian card deck base scopa game concept rule extrem simpl make game easi learn children use beauti tradit italian card hand collect mani card possibl tabl play alon devic player high definit italian region tradit card set modiano includ poker deck contact info doclouisjon com info www doclouisjon com write info doclouisjon com ',0,0,0,0,0,0,0,0,0,0,0,1
' welcom world dragonbal carddass dragonbal onlin trade card game collect anim charact card build deck battl friend world addit physic card nfc chip insid recogn applic also avail store differ digit card app game featur tutori mode tutori mode give player learn opportun play game provid free digit card let learn rule fun deck build mode player obtain charact card via gasha normal rare avail game point call zenni requir draw card gasha player get zenni point play onlin battl win battl card get store digit binder build strong deck win onlin battl mode mode bring excit onlin trade card battl wit friend world oppon player automat match battl anytim anywher may battl anytim friend regist friend mode digit item mode mode player obtain background art battl effect game point updat mode updat inform game announc mode physic card also avail well digit card gasha physic card nfc chip avail retail store scanner retail store physic card transfer digit binder app use digit card gasha set avail end septemb gms cvs card shop note physic card avail app via gahsa mode set booster pack card msrp yen tax per pack set carddass booster card msrp yen per set set starter set card msrp yen tax per set set starter set nfc reader card nfc reader msrp yen tax per set bird studio shueisha fuji televis toei anim ',0,0,0,0,0,0,0,0,0,0,0,1
' shift ice cake chang form make sure shape cake correct fit obstacl first beat level ',0,0,0,0,0,0,0,0,0,0,0,1
' interplay classic solitair back content ever game interplay solitair delux contain differ game solitair includ calcul forti thiev four corner golf klondik nivernais pyramid scorpion spider three shuffl draw upsid pyramid mani tour play five differ tournament mode includ singl deck challeng quick easi test skill beat previous high score challeng complet theme challeng take skill next level ',0,0,0,0,0,0,0,0,0,0,0,1
' warn ipad ipad mini iphon compat special launch price limit time look gorgeous love interfac smooth intuit brett nolan otggam play ton new jaipur app pep mcdonald watch play spiel des jahr recommend game jaipur one well love player tabletop game jaipur fast pace card game two player blend tactic risk luck one power trader jaipur capit citi rajasthan oppon duel demonstr maharajah earn greater profit competit end round one player receiv maharajah seal excel first player earn two seal excel win privileg invit maharajah court turn choos take one card exchang card good buy camel need transport ware sell market sooner sell sell singl good higher profit take card choos take camel take card market swap card market card sell card get sell one type good per turn get mani chip good sold card chip valu decreas game progress get increas high reward sell set card good time wait right amount time make trade sell camel integr trade also worth littl someth end round sometim enough secur win use smart digit adapt award win card game find comprehens interact tutori extens campaign mode solo play avail three level difficulti play onlin player cross platform local pass play mode track achiev within app use asmode digit account sign enjoy beauti illustr vincent dutrait languag avail english french german italian spanish jaipur includ faith adapt sebastien pauchon origin jaipur game onlin cross platform player mode local pass play mode solo play difficulti level extens campaign mode new artwork vincent dutrait detail interact turn turn game tutori achiev track app purchas languag avail english french german italian spanish award juego del finalist game magazin best new famili card game winner spiel des jahr recommend lys grand public finalist intern gamer award general strategi two player golden geek best card game nomine golden geek best player board game nomine fairplay cart winner inform pleas visit find latest news jaipur facebook instgram twitter youtub facebook twitter instagram youtub ',0,0,0,0,0,0,0,0,0,0,0,1
' jawak host trix complex hand koutbo koutbo tarneeb bent sbeet tonj basra dama jawak deal syrian leekha jackaroo balot banakil estim game invit friend play onlin free enjoy privat chat featur compet million card game enthusiast around world need look four player play card jawak offer ultim entertain atmospher play fun challeng game jawak offer jackaro jakaro baloot tarnib syrian trix complex partner hand rummi saudi hand hand partner banakel arba meyeh leekha koutbo koutbo estim jawak complet free play onlin play real peopl anytim want game chat featur ultim fun person profil pictur facebook account alreadi fan jawak follow social media latest news facebook com jawak last least big thank goe everyon play jawak ',0,0,0,0,0,0,0,0,0,0,0,1
' companion app journey middl earth board game fantasi flight game embark adventur tolkien icon world lord ring journey middl earth fulli cooper board game one five player everi game hero must band togeth peril adventur battl power foe discov lost treasur uncov forgotten lore custom skill accord role within fellowship companion app dictat setup encount track parti inventori skill resolv combat brave loom forest quiet clear ancient hall middl earth ',0,0,0,0,0,0,0,0,0,0,0,1
' jump hero tap endless game appl jump much stair within second earn addit second everi stair climb quick also care miss stair make singl jump tap control doubl jump make right swipe ',0,0,0,0,0,0,0,0,0,0,0,1
' play live video bingo game free kid bingo bring experi play bingo friend anytim anywher download kid bingo today kid bingo featur live video bingo live kid caller varieti fun mini game becom champion leaderboard play chat game like trivia free chat player make friend around world connect facebook play differ devic bingo top bingo way huge win collect achiev becom leaderboard kid bingo communiti chat play player around world free receiv gift friend play mini game bingo doubl chanc win coloss jackpot select entertain mini game like scratch card pull tab slot money wheel rapid bingo dice play bingo play game chat play trivia free chat win boom buck cross platform play connect platform account play anytim anywher like www facebook com boomgamingcommun follow www twitter com boomgamingnew watch www youtub com user boomgamingvideo miss miss fun excit bingo game charact bingo bingo keno beach bingo get game platform intend adult audienc entertain purpos game offer real money gambl opportun win real money prize practic success social casino gambl impli futur success real money gambl ',0,0,0,0,0,0,0,0,0,0,0,1
' alphabet kid color book uniqu design alphabet sort shape size get fascin stress reliev right phone releas stress feel better allow precious moment childish joy happi unleash creativ inner genius vibrant harmon alphabet color page kid color book alphabet true color book intric pattern color page alphabet app magic translat tactil pleasur put pencil crayon paintbrush paper turn phone perfect tool relax sharpen draw skill time bring alphabet art life great varieti alphabet color page enjoy rich collect fascin imag alphabet would relax take time color beauti color palett choos one fit best fill pictur color soft mute live dynam post edit effect add vignet appli textur turn color pictur readi share work art quick share finish share masterpiec friend email social network plung medit color start journey world peac harmoni color book easili unwind busi work day anytim anywher app offer great varieti relax graphic take deep breath relax free color book phone upgrad premium version get unlimit access huge constant grow collect wonder color pictur without watermark game applic total free user creativ game creativ game bring latest creation love word search game huge love kid peopl entir devot build user friend game relat fun learn better word search game familiar enjoy kid peopl stay latest updat creativ game app store get game forget give good rate enjoy game ',0,0,0,0,0,0,0,0,0,0,0,1
' best parti game player readi parti friend control wacki look tenor knock tenor stage fight fame game mode avoid bull tenor becom king opera repeat suitabl age young old guarante fun friend famili ',0,0,0,0,0,0,0,0,0,0,0,1
' popular social parti game known king game card enjoy rule player action drink associ card random select turn download applic start game fun featur creat play rule show card rule game screen onlin game rule power option note see game defin rule hold card pull ',0,0,0,0,0,0,0,0,0,0,0,1
' kitten cat jigsaw puzzl yearn old school jigsaw puzzl game look someth keep children busi minut tri brand new app classic twist tonn cute kitten cat keep entertain hour app pick piec jigsaw depend difficult easi want make know studi shown jigsaw puzzl great way improv mental cognit memori learn age well induc relax state wait download free app today kitten wait ',0,0,0,0,0,0,0,0,0,0,0,1
' escap stress life littl fun play round game minut get unlimit free chip hotspot bluetooth multiplay peopl key featur chines poker thirteen free unlimit chip provid unlimit free chip balanc less never run money play anytim awesom graphic awesom game graphic realist casino environ feel like live magnific casino rise rank rise rank win poker becom poker star conquer macau casino singapor las vega pari world tour place bet win poker player amaz locat around world singapor las vega pari macau casino avatar choos avatar repres card tabl simplic fun gameplay simpl control place bet calcul point super fast fast super fast chines poker experi leaderboard one top player world submit score leaderboard easili know win pretti easi calcul win know win card score list provid score list rememb chines poker thirteen free uniqu type asian poker simpl rule unlik card game poker ever tri love las vega macau casino game perfect game especi never tri usual play casino gambl game stop play lose free coin chines poker thirteen provid unlimit free chip never run money play els poker star get unlimit free chip play pineappl spread score system might baffl first howev soon familiar also learn tradit set like full hous straight flush compet total differ score like get uniqu suit card get hang conquer citi macau casino singapor las vega pari time play chines poker thirteen thirteen card spread pineappl shape learn basic set straight flush four kind full hous howev score system chines poker game differ get uniqu card get point get uniqu suit card get point highest point game win poker provid detail score calcul final point worri download get unlimit free coin free unlimit play facebook fan get free chip game intend adult audienc entertain purpos success social casino gambl reward real money prize guarante success real money gambl ',0,0,0,0,0,0,0,0,0,0,0,1
' get readi best solitair card game experi big fan window solitair love addict app klondik solitair card game avail free download play spare time matter game great time passer relax releas stress also challeng train brain bit day besid true spirit classic solitair game develop new mode bring user new solitair blast well keep card game entertain either play easi draw mode game winnabl feel challeng tri luck draw mode test brain power logic find app time fresh modern look klondik solitair card game allow better experi klondik solitair card game featur classic game modern design beauti easi read card reliabl smooth comfort game interfac singl tap place card drag drop visit help screen game support introduct rule interact tip score draw draw card classic game modern option differ mode draw card easi draw card hard interrupt friend auto save resum smart hint advanc autocomplet option finish solv game right left hand play classic game new challeng person statist see good game center leaderboard high score rank spend minut play klondik solitair card game could great way pass time give brain littl boost download solitair card game devic free inform auto renew subscript auto renew subscript shop packag month month month year give benefit remov get free hint start new game get hint watch video get free undo start new game get undo watch video auto renew subscript subscript valid month month month year depend subscript type select subscript automat renew unless auto renew turn least hour end current period subscript may manag user auto renew may turn user account set purchas payment charg itun account confirm purchas account charg renew within hour prior end current period cost depend select plan privat polici term use ',0,0,0,0,0,0,0,0,0,0,0,1
' softick solitair classic klondik solitair game special optim iphon multitouch screen larg eye friend card set feel differ realli work hard give hour excit game softick klondik solitair smart enough catch mean everi gestur help focus game control new solitair new iphon plenti nice featur larg eye friend card set optim finger long play intuit card drag system option time game score statist unlimit undo automat card turnov help time save assist save game exit power loss incom call sms differ type score addit vega game find minut forget day day worri play classic klondik solitair card game ',0,0,0,0,0,0,0,0,0,0,0,1
' play alon add fun tension compet user enjoy game anytim anywher easi fast competit featur knife battl enjoy competit throw knife peopl world various pattern channel suitabl user add fun game quick match system collect prize compet user around world game rule throw knive space without hit knive within time limit win round round win game tip find speed knife suitabl ',0,0,0,0,0,0,0,0,0,0,0,1
' enjoy word game love letterpress intuit play beauti design two player take turn spell word captur board player point win play word pace alway free full featur compet friend let letterpress find oppon challeng one bot player chat real time player track perform statist leaderboard dictionari power real time word definit mani game featur custom avail free support answer frequent ask question head follow twitter letterpressapp like facebook play everywher letterpress built usa team solebon llc dedic sharpen mind play ',0,0,0,0,0,0,0,0,0,0,0,1
' home app app ipod univers ipad iphon bug support pharos com popular card game china name poker tractor poker escal game logic littl similar famous game bridg spade partner oppon compet poker tractor fun surpris card game luck destini might top key compar techniqu skill unlik regular card game general play deck card besid deck card basic game popular rule player poker tractor tea hous also provid deck deck option via iap activ chines mahjong tea hous spade tea hous major featur app still strong design challeng howev matter smart player complet beat creativ sensat human intellig therefor also support bluetooth wifi connect appl game center player enjoy poker tractor buddi build friend onlin bilingu english chines version poker tractor app store detail user guid game rule definit signal tip well multi player instruct embed set help provid variat game rule mani pleas help menu first set option default voic effect femal english meanwhil set still opt voic effect player assort chines local accent fun game support play ipod also univers version fit appl devic compar separ charg version iphon app call compat ipad pay get devic effect enjoy perfect pleas feel free contact support pharos com question comment alway collect user feedback improv product meet custom satisfact ',0,0,0,0,0,0,0,0,0,0,0,1
' lie astaroth loa free play high addict epic fantasi mmorpg card battl hybrid simpl yet deep battl design game long champion combin best world satisfi hardcor card game fan strategi depth causal player fantasi rpg gameplay featur stun graphic hundr collect beauti drawn card collect upgrad evolv card addit skill rich engross storylin follow hero heroin maddisi epic adventur abund stage humor suspens fluid deep battl mechan combin differ card rune faction skill everi battl uniqu satisfi rich featur event keep occupi month pvp system futur reward system activ player includ daili log card level bonus event reward frequent free goodi lie astaroth grow experi new content frequent includ new card new stage new featur new reward rememb check back regular see new thank play game requir minimum bandwidth kbps ',0,0,0,0,0,0,0,0,0,0,0,1
' still tri find right combin dice show health jot everi chang notepad lifecast get way focus win game count health count counter lifecast come built poison energi planeswalk experi counter four custom counter alway top game game style style new deck new mood lifecast come differ theme alway abl find style fit game everi format game lifecast support format might want play standard modern command brawl even two head giant ',0,0,0,0,0,0,0,0,0,0,0,1
' ever want polic offic well chang fun new race game get join polic forc get work way break gang smuggler number mission includ chase car wait ambush arrest suspect great fun game includ tutori teach exact ',0,0,1,0,0,0,0,0,1,0,0,0
' buri competit ride like pro discov secret jump combin within track master physic motocross high speed race adventur supercross new offroad race experi creativ team brought popular hit motocross mad atv offroad furi unleash rhythm base race game easi pick play ever increas challeng keep zone hour blitz way care craft doubl tripl treacher whoop custom track design motocross champion stephan roncada believ play palm hand supercross featur liquid color graphic fulli interact physic surround sound authent engin record particl effect project shadow light share game friend creat five independ profil iphon ipod touch see trailer www xlgame com supercross key featur supercross freestyl track design motocross champion stephan roncada mode play time trial practic race ride bike select appear hundr differ bike rider combin automat adjust number oppon optim perform devic camera view includ first person handl bar select preset control scheme respons tilt steer interfac tunabl sensit adjust level difficulti statist track web base communiti rank comprehens game help check race offroad ricki carmichael motocross matchup ',0,0,0,0,0,0,0,1,1,0,0,0
' purchas one classic play psp system snowboard japan line skate las vega mountain bike africa skateboard los angel transfer psp system system must sign playstat network account origin purchas game must least free memori stick duo connect psp system system usb cabl switch psp system usb mode highlight game xmb press button select copi store custom log playstat network account origin use purchas game download game download list playstat store onto system titl convert origin playstat disc psp playstat portabl system consequ may time titl play differ playstat disc version featur function proper version support playstat peripher control memori card multitap etc therefor function multiplay versus mode avail purchas indic accept playstat network term servic user agreement item use restrict wish accept term purchas item one time licens fee download consol system portabl system associ purchas account soni comput entertain america inc studio studio logo regist trademark soni comput entertain america inc ',0,0,1,0,0,0,0,1,1,0,0,0
' head mall realist drive park simul yet choos one differ real life vehicl attempt park spot mall speed drift corner care car barrier pedestrian one crash game featur realist drive physic accur car full interior anim mall custom avoid mani challeng level car choos dynam camera angl includ person fpv car view ',0,0,0,0,0,0,0,1,1,0,0,0
' version game head mall realist drive park simul yet choos one differ real life vehicl attempt park spot mall speed drift corner care car barrier pedestrian one crash game featur realist drive physic accur car full interior anim mall custom avoid mani challeng level car choos dynam camera angl includ person fpv car view ',0,0,0,0,0,0,0,1,1,0,0,0
' challeng oppon player leaderboard marbl race game rule simpl complet track less throw oppon built textur editor allow paint marbl favorit color make stand among marbl smooth render graphic realist physic truli free demo paid featur ',0,0,0,0,1,0,0,0,1,0,0,0
' game includ essenti compon get maximum enjoy car drive almost possibl environ offload drive includ sand snow grass rock ice fasten seatbelt get road gon tough ridethi excit dynam game sure bring hour fun differ locat car drive realist simpl race mode get relist acceler great graphic plenti camera set game includ essenti compon get maximum enjoy car drive almost possibl environ offload drive includ sand snow grass rock ice fasten seatbelt get road gon tough ride ',0,1,0,0,0,0,0,0,1,0,0,0
' traffic rider lite amaz motor race game need drive moto pass fun challeng terrain good luck key game featur realist graphic physic engin awesom music sound effect free upgrad new version full technic support ',0,1,0,0,0,0,0,0,1,0,0,0
' uniqu car configur car photorealist qualiti huge select car exterior design tune option brand new car model well popular car centuri uniqu collect wheel front rear bumper grill headlamp tail lamp spoiler fender mirror well varieti air intak much avail featur includ exterior color chang suspens level custom car paint mani applic integr dtune com uniqu car garag alway dispos constant frequent site updat immedi avail mobil devic creat share garag uniqu car individu tune project ',0,0,0,0,1,0,0,0,1,0,0,0
' jump behind wheel slick classic sport car escap cop alway hot tail drive sunset carnag high speed chase drive freedom long challeng onlin version avail made hour ',0,0,1,0,0,0,0,0,1,0,0,0
' hummer road drive simul player test drive rang general motor sport util vehicl suv across challeng excit locat includ grand canyon crimea egypt iceland name rang great road vehicl general motor stabl build road driver test player tri hand drive hummer sut hummer suv hummer suv hummer alpha along saab suv cadillac escalad chevrolet taho chevrolet trailblaz gmc envoy gmc yukon player full control vehicl featur gear box gps navig center differenti lock tow devic height control tire pressur challeng drive skill across world demand terrain ',0,0,0,0,1,0,0,0,1,0,0,0
' monster truck stunt readi new adventur monster truck download road monster truck game big mountain truck reach destin point oppon reach soon reach destin next destin automat appear arrow show right path game includ exclus collect monster truck hill tough climb readi new thing download game make high score share high score friend key featur view mountain climb mountain effect monster truck easi control user friend game mani thing download ',0,0,1,0,0,0,0,0,1,0,0,0
' get new start jeep ride journey start career jeep rider excit jeep rider offroad simul road jeep drive hill climb jeep adventur revolution concept ralli jeep drive offroad hilli track brace new jeep game feel difficulti level offroad drive wheel drive excel new addit gameplay mode new drive tool someth must tri jeep ride career offroad drive concept uniqu need lot courag drive hilli track mountain track life might risk drive care modern mountain jeep charm jeep simul featur crazi drive offroad track challeng task time limit hill drive mission cruis jeep night mode ride mission multipl camera angl differ environ hill drive differ environ cool visual sound effect awesom jeep realist offroad environ suv direct pointer navig ',0,0,0,0,1,0,0,0,1,0,0,0
' imposs park tri use wheel magic car park simul think one best driver around specialist car park pro good get skill extrem car race game park vehicl rush hour let see download wheel magic car park real multi level car park free game simul stun graphic enjoy real prado park magic mania sit cozi bed loung relax environ kid play best car game multi storey citi crazi car drive simul differ uniqu street car race park game store add new featur vehicl wheel enabl park limo even road jeep complex park spot multi storey car park magic open citi shop mall traffic magic car park simul xtreme master car driver park simul put boot street legend driver wheel magic car park run street race parker challeng long journey level play luxuri limo hard park simul game best stun icon car new street park driver mania drive differ vehicl super car choic complex area park use wheel complet mission unlock challeng level extrem challeng driver progress game unlock new vehicl earn cash buy new one garag junkyard play extrem free hard car park simul game forget car game among categori like stunt airplan simul tokyo train game monster truck drive citi bus drive simul transport featur multi storey citi crazi drive simul lot level free highway traffic master park level play enjoy car park magic long time fun alway differ vehicl drive earn game cash buy unlock new extrem race car road jeep offroad suv truck lot differ environ play differ environ citi car park build backyard park real multi level car park free game enjoy open air view airplan citi bus monster truck road stun graphic play wheel prado park magic mania enjoy best stun graphic round degre angl camera view control activ control keep enjoy extrem car park simul control tune best posit keep realist play choos whatev control suit touch steer ',0,0,0,0,1,0,0,0,1,0,0,0
' believ park find spot pleas rethink especi come heavi truck park take control power truck race obstacl cours first got pass test game beauti locat track test drive skill truck trail game featur multipl drive mission altern object prove drive skill beauti realist truck drive feel handl suspens real physic handl handl power amaz world full detail explor adjust camera give perfect view park full iphon widescreen support ',0,0,0,0,0,1,0,0,1,0,0,0
' free everyth unlock easi play hour fun get readi fun fill hors run game get pick one three hors run jump way around obstacl fill world far give tri find featur hors unlock cute graphic fun sound easi game play ',0,1,0,0,0,0,0,0,1,0,0,0
' peopl love cat step funni open world game control over ambiti felin help grow giant start tini kitten journey level awesom level uniqu element ultim goal much damag possibl maxim score level mous hunt goal hunt chase mani mice possibl also airport level level cat bat level find cat head head fli bat level kitten world meow find mani kitten possibl level dog hunter find mani doberman german shepherd level big big world epic awesom map take citi plenti fun explos effect plenti train plane car helicopt truck jellyfish giant lot fun game play like one give tri good luck fun ',0,0,0,1,0,0,0,0,1,0,0,0
' road farm speed countri adrenalin stay behind drive away fun peopl call best crazi lightn bcl mad tractor driver mad love speed total own fast tractor fun drive freeli countri road like convent like speed fun realist drive acceler first alway first first posit accept physic game realist huge fun drive tractor custom lot thing total free app real challeng tractor fan like real physic simul crs also competit vehicl use certain weapon fun achiev best realist drive possibl real deal anim field nice graphic cool tractor best physic avail guarante best fun ever realist tractor drive game inap purchas use fun fun custom tractor get powerup best fun ever free realist physic simul game featur tractor race career relax harvest mode one game real full life freeli access world realist graphic play physic simul lot total differ playfield peac farm snowi canyon lava cover high mountain mani differ tractor pimp accord tast lot powerup speed rocket repair shield mine differ control method select player inapp purchas get upgrad free harvest mode ',0,1,0,0,0,0,0,0,1,0,0,0
' death racer adrenalin fill offroad race game awesom classic vehicl damag realist physic beauti graphic exict game play mechan good fun game combin offroad race weapon powerup interest element use mean necessari win show bad want win game real challeng race fan like real physic simul crs also competit vehicl use certain weapon fun achiev best realist drive possibl real deal anim field mud nice graphic cool veicl best physic avail guarante best fun ever race game fasten seatbelt fight win inapp purchas progress unlock level carrier mode get vehicl free ride mode featur addict road combat race kind interest vehicl policecar taxi militari suv firetruck etc lot powerup move object tricki obstacl realist graphic play physic simul differ control method devic tilt screen touch pad destruct vehicl surround interest environ differ day time weather condit ',0,0,0,0,1,0,0,0,1,0,0,0
' time come pilot offici space action mission face countless adventur danger way fill weapon fire explos enemi spacecraft various danger obstacl make ascend harder watch action movi realiti leav safe planet earth stay solar system task guid spaceship safe space station sever moon endless cosmos jupit collect ingredi possibl build energi cell mission critic save coloni strand jupit time run threat grow lift ascend way jupit gain kudo name stori could get book histori bold text featur uniqu retro spaceship shooter experi game easi drag drop control dual challeng desctruct avoid obstacl lot unlock special upgrad new skin power spacecraft cool powerup slow time invulner ',0,1,0,0,0,0,0,0,1,0,0,0
' peopl say citi jungl made concret citi life full construct site mixer truck truck driver close road special construct vehicl huge cargo best machin construct one color interest machin mixer truck mixer part paint differ color spin transport truck get attent kid becam part game special construct truck differ other seem cute nice curv move part natur lot kid invent game want driver special mixer truck mixer truck fan love cartoon graphic kid kid love cartoon game play imagin citi construct known unknown shape build imagin construct site even construct work game realli understand import mixer truck best vehicl suppli concret citi develop driver vehicl make dream come truth let kid imagin fli freeli free driver game made beauti craft citi environ cartoon graphic mixer truck model game cartoon graphic show part citi construct site featur uniqu drive experi altern control control switchabl special challeng high traffic crossroad move machineri obstacl level differ area earn extra profit proof drive skill beauti craft cartoon environ differ mixer truck drive uniqu set better drive experi customiz gameplay numer upgrad lot differ power ',0,1,0,0,0,0,0,0,1,0,0,0
' drive highway make free least common contemporari philosoph say driver power car still cool thing lot peopl fell freedom feel free adventur around car peopl want defend freedom want common peopl live rule good bad rule rule peopl call polic keeper order law good guy creat simul game let best polic car driver show skill driver good kid bad kid realli care driver best polic car roam freeli around catch guy believ free law rule free simul let drive sophist polic car bewar road free full good bad guy free polic car simul game featur uniqu drive experi altern control control switchabl special challeng high traffic crossroad move machineri obstacl level differ area earn extra profit proof drive skill beauti craft cartoon environ differ polic car drive uniqu set better drive experi customiz gameplay numer upgrad lot differ power ',0,0,0,0,1,0,0,0,1,0,0,0
' plenti free transport game around differ vehicl differ citi await kid decid someth differ free citi transport vehicl game kid cours truck involv cours machin vehicl car includ import citi includ road crossroad traffic etc complet packag real citi transport vehicl game real game power machin beauti craft intend kid love vehicl love machin mayb best driver game kid least intend intend fulfil dream kid machin vehicl vehicl glorious transport machin also beauti includ driven kid game cute free citi never sleep transport continu nobodi wish free citi transport vehicl game kid featur uniqu drive experi altern control control switchabl special challeng high traffic crossroad move machineri obstacl level differ area earn extra profit proof drive skill beauti craft cartoon environ differ truck drive uniqu set better drive experi customiz gameplay numer upgrad lot differ power ',0,0,0,0,1,0,0,0,1,0,0,0
' christma come beauti holiday year full joy happi tree decor peopl play beauti game prepar gift one thing miss nice drive app holiday season featur santa santa claus prefer reindeer rudolph prepar game sleigh set elv know wait santa claus reindeer fli sleigh world rudolph red nose reindeer qualifi task prefer leader reindeer pack santa claus love much rudolph accompani uniqu mission time common gift run snow santa claus come town routin common sleigh game ultim christma challeng santa claus rudolph drive skill test christma sleight full present snowmen danc around hous decor light santa claus fail test christma year cours santa never ever fail test know right place common middl american villag call averagevill gift wrap tree set children fun meanwhil snow citi santa claus rudolph readi challeng fail present stay elv must tri make santa driver test featur game real christma feel drive santa sleigh excit set includ christma villag snow cover highway interest place basic control easi handl altern found use set differ obstacl like roam anim car pass etc lot interest power like slow time coin magnet competit use game center achiev system use game center deliv present skate chair nice truck sleigh vehicl ',0,1,0,0,0,0,0,0,1,0,0,0
' buckl hit gas hold tight ride life control critic acclaim absolut burnout race fever handl damag physic model hood feel thrill put pedal metal across differ surfac type blast beauti challeng environ cut edg graphic everi car track beauti ever graphic push devic retina display load featur support latest generat devic high resolut display fulli customiz control includ element reposit sensit adjust acceleromet gyroscop virtual wheel steer mode variabl throttl bar system pedal acceler control high perform street vehicl uniqu spec perform upgrad per vehicl level difficulti race camera configur welcom definit race experi everyon everywher ',0,0,0,0,0,0,0,1,1,0,0,0
' zen editionth free updat absolut drift zen edit avail team flippfli develop race sun bring sever new featur game includ new event challeng extend gameplay game track challeng player complet increas difficult task drift line new challeng event must drift dot new midnight event night theme track design challeng even experienc player replay ghost car view friend run best world new tutori game guid help new player eas game featur control new input system better control compat gamedrift art slide sideway absolut drift master art drift practic skill free roam compet drift event driftkhana mountain drift key featur drive custom drift car game mode driftkhana drift mountain drift level free roam area uniqu level theme airport dock float metropoli onlin leaderboard replay ghost car view friend run best world hour clean drum bass electron music nyte full control support ',0,0,1,0,1,0,0,1,1,0,0,0
' stake winner realist jockey action game releas snk use skill show whip format split hyper dash collect item cours power belov hors multifacet game ride hors varieti race aim conquer aca neogeo seri faith reproduc mani classic neogeo masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,1,0,0,1,1,0,0,0
' ace moto race lite amaz race game need drive moto pass fun challeng terrain good luck key game featur realist graphic physic engin awesom music sound effect free upgrad new version full technic support ',0,1,0,0,0,0,0,0,1,0,0,0
' aviat gamer acro stick rudder aerobat flight simul creat jim bourk airshow pilot member unlimit aerobat team design ground accur simul aerobat flight allow experi like strap high perform stunt plane take sky take control aerobat airplan throttl discov navig radio lot horsepow state art aircraft excit featur high speed race challeng entertain virtual realiti immers oculus steamvr window mix realiti expans world design hundr thousand squar mile explor environment control wind precipit daylight command stun visual detail power unigin impress physic accur predict compon base simul multi control support use multi usb cockpit systemcontrol requir acro requir control run good control need axi control gamepad work flight stick includ pitch roll yaw throttl also use style control place control two axe muliti usb system stick throttl rudder pedal ',0,0,0,0,1,0,0,0,1,0,0,0
' game acro storm futurist race game take galaxi greatest sport airbik race take pick one high speed machin choic charact prove got mettl race best face danger cours danger rival stori far airbik race one biggest sport galaxi good reason thrill danger sheer premis attract peopl sort mani organ acro airbik competet race organ biggest support sport also host par pro airbik race grand prix great deal goe event great mani planet corpor sponsor exchang put name display grand prix also notabl race field mix exclus invit yet open qualifi bold racer claim one covet open spot right conclud acro storm begin everyon prepar first race countless fear hope dream nightmar run head take first final step featur featur describ appear final build game earli access version five twelv charact avail stori mode stori yet playabl vehicl also lack major custom option charact total twelv charact made mission win pro airbik race grand prix made final competit find play stori mode complet specif challeng allow progress stori discov drive forward charact interact track give bit depth peopl bike vehicl vehicl acro storm come three categori pros con sport pocket cruiser vehicl type general quit variant categori custom within class trick vehicl like import find vehicl type fit race style viabl weapon plethora weapon offens defens carv path winner podium grand prix weapon system design way alway multipl weapon choos avail take split second reflex figur right weapon choos util effect also take skill learn evad weapon spin power techniqu remov threat projectil weapon temporarili vital skill learn way top come soon well onlin featur like clan matchmak minimum spec minimum spec chang constant due development status moment recommend minimum graphic card geforc gtx processor ghz ram game size approx control support technic yes albeit incomplet inconsist wireless control work fix asap meantim recommend wire control ',0,0,1,0,0,0,0,1,1,0,0,0
