@relation BILANCIAdataset400NUOVO-weka.filters.unsupervised.attribute.NominalToString-Cfirst

@attribute descr string
@attribute Puzzle numeric
@attribute Adventure numeric
@attribute Action numeric
@attribute RPG numeric
@attribute Simulation numeric
@attribute Strategy numeric
@attribute Shooter numeric
@attribute Sports numeric
@attribute Racing numeric
@attribute Educational numeric
@attribute Fighting numeric
@attribute BoardGames numeric

@data
' flip charact far upgrad abil mani charact collect ',0,0,0,0,0,0,0,0,1,0,0,0
' play amaz fun game fun play joy color water anim slide game share best score friend tri beat ',0,0,0,0,0,0,0,0,1,0,0,0
' attent citizen citi prepar usual week bust traitor terrorist wiseguy wrong place wrong time remind pick wise bring walk home find without import data turn back got one chanc take belong move object individu display sing hostil toward glorious armi shot sight sever fellow citizen state bump hole road take respons whatsoev damag taken thing systemat totalitarian over complex state terror nope complet arbitrari good luck instruct citizen move glorious citi space retri escap hold quit magnific world perfect world arbitrarili decid spin around reset see suprem command allow move around guy might know get around made christian chchistri ricardo mestiar alexand alesandei music carlo carlosiscarlost ',0,0,0,0,0,0,0,0,1,0,0,0
' travers usa race game releas irem hop motorcycl ride across america avoid car head goal new york citi varieti obstacl await road util techniqu particip race arcad archiv seri faith reproduc mani classic arcad masterpiec player chang various game set game difficulti also reproduc atmospher arcad display set time player also compet world high score pleas enjoy masterpiec built generat video game ',0,0,0,0,0,0,0,0,1,0,0,0
' prepar ride life new ipad retina display improv visual effect feel thrill race like never newest adrenalin pump edit asphalt seri new featur special design show full potenti new ipad even amaz new ipad asphalt never look breathtak thank real time reflect car specular bump map richer surfac textur realist shadow cinemat blur effect boost crash deeper draw distanc improv particl effect smoke collis anti alias smoother edg object build dream collect discov car bike ferrari lamborghini aston martin ducati world class manufactur race friend even take friend onlin local multiplay mode racer climb onlin leaderboard best world leav world dust street race tear citi street tokyo bahama locat render beauti graphic take full advantag retina display challeng best take eye road second drive tough oppon differ leagu event tune perfect take advantag numer tune option help vehicl reach peak perform track even custom vehicl decal give style visit offici site www gameloft com follow twitter like facebook get info upcom titl check video game trailer www youtub com gameloft discov blog insid scoop everyth gameloft certain app allow purchas virtual item within app may contain third parti advertis may redirect third parti site privaci polici term use end user licens agreement ',0,0,0,0,0,0,0,0,1,0,0,0
' feel thrill race like never newest adrenalin pump edit asphalt seri build dream collect discov car bike ferrari lamborghini aston martin ducati world class manufactur collect garag explor use gyroscop race friend even take friend onlin local multiplay mode racer climb onlin leaderboard best world leav world dust street race tear citi street tokyo bahama locat render beauti graphic take full advantag retina display challeng best take eye road second drive tough oppon differ leagu event tune perfect take advantag numer tune option help vehicl reach peak perform track even custom vehicl decal give style join game hunter challeng tweet found new gameloft game asphalt gamehunt join hunt follow gameloft visit www gameloft com follow gameloft twitter get info upcom titl like facebook certain app allow purchas virtual item within app may contain third parti advertis may redirect third parti site ',0,0,0,0,0,0,0,0,1,0,0,0
' million player wrong take spin frontrunn mobil race game acclaim player press platform quiet becom great racer asphalt look lead pack right toucharcad winner mwc best mobil game app winner winner pocket gamer best sport race game award perfect score toucharcad perfect score appspi perfect score slide play perfect score gamereactor perfect score maclif leav graviti dust offici speed machin ferrari lamborghini mclaren bugatti merced audi ford chevrolet got stun graphic interact vehicl environ track fulli physic base experi arcad gameplay finest feel thrill graviti defi race across high speed track ultim multiplay race experi race real time multiplay action oppon dare friend ghost race win big particip limit time event stack amaz exclus reward massiv content depth career event car masteri challeng uniqu game mode car collect endless stream singl player content custom upgrad ride decal take oppon style join racer communiti facebook facebook com asphaltgam youtub youtub com asphaltgam twitter twitter com asphalt instagram instagram com asphalt visit offici site follow twitter like facebook get info upcom titl check video game trailer discov blog insid scoop everyth gameloft app allow purchas virtual item within app may contain third parti advertis may redirect third parti site privaci polici term use end user licens agreement ',0,0,0,0,0,0,0,0,1,0,0,0
' road rule break unchart territori asphalt xtreme rip around dune charg canyon drift across mud fli past oppon reach finish line monster machin releas inner beast monster truck feed passion speed muscl car wild track buggi pickup ralli car suv truck unleash style road vehicl type deliv uniqu flavor gameplay allow constant discov fresh challeng experi biggest brand unleash jeep ford merced benz predat dodg chevrolet load road race best licens machin real time multiplay head head player simultan free all face tight competit stay top game world racetrack race varieti exot locat globe includ glacier svalbard dune nile valley lush jungl phuket thailand industri might detroit steel mill custom ride want pump car power feel like deck style impress collect upgrad get full road experi game mode career event masteri challeng limit time event way prepar truckload new content unrival experi experi graphic intens action mind blow racer gas take find game offici site visit offici site check new blog forget follow social media facebook twitter instagram youtub app allow purchas virtual item within app may contain third parti advertis may redirect third parti site privaci polici term use end user licens agreement ',0,0,0,0,0,0,0,0,1,0,0,0
' road rule break unchart territori asphalt xtreme rip around dune charg canyon drift across mud fli past oppon reach finish line monster machin releas inner beast monster truck feed passion speed muscl car wild track buggi pickup ralli car suv truck unleash style road vehicl type deliv uniqu flavor gameplay allow constant discov fresh challeng experi biggest brand unleash jeep ford merced benz predat dodg chevrolet load road race best licens machin real time multiplay head head player simultan free all face tight competit stay top game world racetrack race varieti exot locat globe includ glacier svalbard dune nile valley lush jungl phuket thailand industri might detroit steel mill custom ride want pump car power feel like deck style impress collect upgrad get full road experi game mode career event masteri challeng limit time event way prepar truckload new content unrival experi experi graphic intens action mind blow racer gas take find game offici site visit offici site check new blog forget follow social media facebook twitter instagram youtub forum app allow purchas virtual item within app may contain third parti advertis may redirect third parti site term use privaci polici end user licens agreement ',0,0,0,0,0,0,0,0,1,0,0,0
' team french stray cat marin saint aroman marin saint aroman gmail com alix faur faur orang kevin combret kev combret gmail com antoin guen antoin guen orang benjamin gerotto benjamingerotto gmail com game name astrocat control wsad move fall escap quit anytim hello astrocat goal catch mani fish possibl run earth tri reach ground fast possibl care need avoid meteor satellit plane balloon enjoy sound got freesfx skybox textur box got spacescap softwar modifi asset code textur creat team ',0,0,0,0,0,0,0,0,1,0,0,0
' audio drive neon game let experi favorit music complet new way drive fast make hold breath visual combin favorit song give chill play local song file wav mod support youtub video steer wheel recommend immers also use vive control gameplay speed car control intens song song build collect point control surviv audio drive featur experi music new way play song youtub file mesmer visual eye wide open drive fast content come ',0,0,0,0,0,0,0,0,1,0,0,0
' auto chao multiplay procedur generat race game respawn fall map get stuck caus respawn run respawn spectat lead player last player aliv win earn respawn via checkpoint race everi track infinit get far map begin rain increas difficulti farther snow increas difficulti game earli alpha origin made procjam game jam updat futur featur like track creator vehicl custom potenti gamemod plan futur game also releas android cross platform within next month idea discov bug would happi help either prefer via discord metalloriff ',0,0,0,0,0,0,0,0,1,0,0,0
' control car two button left right compet track game two button version one button game made submiss univers assign ',0,0,0,0,0,0,0,0,1,0,0,0
' avrebel simpl drone race simul play player player control keyboard mous awsd movement mous steer ctrl descend space ascend player control gamepad left stick movement right stick steer ascend descend disclaim game result train prototyp therefor contain bug upload inspir game develop part gamedev profil drone race simul blender bge player race ',0,0,0,0,0,0,0,0,1,0,0,0
' high score beat arcad style fli game take path endless citi goal follow trail much possibl possibl follow time get greedi longer stay aliv point get rulesfollow trail marker give point get streak bonus collect mani marker row bewar crash build race key featuresselect mode normal screen mode select number ship visual pleasur characterist track difficult longer stay aliv thus high score harder beat everi time let ever shift ambient sometim eeri sky fool distract well beat record ',0,0,0,0,0,0,0,0,1,0,0,0
' meet babycar driver lovabl nimbl charact want see new place learn new trick get sort funni moment help find way forest citi desert even remot north tri differ costum design especi make dream come true becom race car test reflex skill drive babycar far wide jump platform collect star medal custom appear featur endless runner canabalt style platform variabl graviti jump random generat level parallax background scroll depth babycar build paus system everyth freez resum way left ',0,0,0,0,0,0,0,0,1,0,0,0
' click left right screen jump ball white cylind front choos differ music speed ball differ trick must wait ball fall tap screen ',0,0,0,0,0,0,0,0,1,0,0,0
' compet place tap drift round track simpl ball racer one tap play easi learn competit gameplay race top spot time mani way improv drift skill ball racer someth everyon watch unexpect knock oppon throw cours ball racer featur simpl one tap gameplay play rang wind track competit play style chanc knock oppon track great collect car unlock customis featur subscrib ball racer follow benefit premium vehicl free coin everyday remov product remov non option advert game subscript inform ball racer vip membership access offer week month subscript depend prefer choic payment week subscript day free trial period charg week buy subscript unlock premium vehicl abl use game free coin everi day remov non option auto renew subscript payment charg account confirm subscript renew unless unsubscrib hour period end account also charg renew price note unit state custom price countri may chang actual charg may convert local currenc end trial subscript renew payment charg itun account confirm purchas subscript renew unless unsubscrib hour end current period account charg renew hour end current period standard cost week subscript user may manag subscript auto renew access user account set purchas store cancel current subscript permit activ subscript period unus portion free trial period forfeit subscript purchas cancel trial subscript order cancel subscript free trial period need cancel account store must done least hour end free trial period avoid charg term use ',0,0,0,0,0,0,0,0,1,0,0,0
' ballisticng free anti graviti race game take genr back root fast technic unforgiv pick ship right becom best pilot agl ever seen game sport five increas difficult speed class across larg rang track provid assort weapon use damag even elimin oppon import ship build track ballisticng provid tool need creat content share workshop mod tool target experienc user provid freedom need creat endless content could desir lot mod possibl come road ballisticng built emul earli render modern extra thrown top good measur low poli mesh low res textur wobbl vertic primit light ballisticng goe look like game decad past ballisticng bring back classic wipeout formula glide bounc drift scrape around track insan speed time muscl memori everyth slip made mistak forgiven manag pitch stay maximum speed keep good race line ensur hit speed pad cours hit track floor classic physic like switch faith creation modern wipeout physic flick switch ',0,0,0,0,0,0,0,0,1,0,0,0
' mark get set adrenalin fill race game race treacher street bangalor india use reflex avoid motorcycl eleph stray pedestrian come endless seri chaotic wave across differ level take get first place ralli race mad bangalor welcom india ',0,0,0,0,0,0,0,0,1,0,0,0
' game inspir roll ball mechan super mario galaxi move wasd ',0,0,0,0,0,0,0,0,1,0,0,0
' barro sequel barro new challeng race track game mode arcad oppon best finish race winner time trial finish lap fastest multiplay play multiplay split screen friend fun car type car choos one fit better ',0,0,0,0,0,0,0,0,1,0,0,0
' bump oppon bathroom field control swipe direct want move lift finger shoot ball ',0,0,0,0,0,0,0,0,1,0,0,0
' prototyp old project feedback posit mayb continu develop eye horror race stealth surviv game explor abandon hous car emh prototyp end ',0,0,0,0,0,0,0,0,1,0,0,0
' creat gmtk game jam theme one final save enough money open taxi cab busi one huge problem taxi turn left earn enough money custom even though turn one way ',0,0,0,0,0,0,0,0,1,0,0,0
' beach buggi back explos sequel drive action pack surpris fill world road kart race mayhem race field rival driver uniqu person special abil build collect crazi powerup like dodgebal frenzi firebal oil slick unlock upgrad varieti car dune buggi monster truck test skill differ game mode imagin race track pack tropic love rival serious case road rage race shoulder shoulder friend one screen rock solid fps crystal clear use psn sen account subject term servic user agreement applic privaci polici see term sonyentertainmentnetwork com term servic sonyentertainmentnetwork com privaci polici onlin multiplay also requir playstat plus subscript player dualshock video output onlin play option softwar subject licens playstat com softwarelicens onlin activ subject term servic user agreement www playstationnetwork com term servic one time licens fee play account design primari system system sign account copyright vector unit inc ',0,0,0,0,0,0,0,0,1,0,0,0
' rush entri game maker toolkit game jam year subject one came marbl mad unirac inspir game player control bead jump make matter wors player player must reach first place time order progress music excel band freak fandango orchestra ',0,0,0,0,0,0,0,0,1,0,0,0
' bear drift action pack kart racer set beauti stylis world race across varieti track game mode four player split screen time find bear realli drift game modestim trial put skill test drive infinit time trial use action button quick restart thing wrong tri beat top time friend four player splitscreen singl race race oppon friend player splitscreen three lap hectic battl first place use pickup found throughout track give edg picnic twist battl arena friend dash back forth picnic basket fun fill fight food use pickup hit player steal food care get hit pickupsit time get tactic four differ weapon choos salmon forward attack bee rear attack hedgehog shield bird boost stop either use pickup combin make even power attack total differ weapon choos hub worldth hub world start add player chang bear difficulti track game mode flag bear get choos play controlsgamepad acceler revers break drift action button use pickup look back left analogu stick dpad turn right analogu stick look around start paus ',0,0,0,0,0,0,0,0,1,0,0,0
' featur race differ kart exhilar challeng grand prix track spread across environment world ben univers charact player race includ hero like ben kevin ben popular alien form ultim power move unleash super charg race chang boost speed power theme charact abil drift mid air stunt add excit race charg charact specif attack defens singl player multiplay mode includ singl race grand prix circuit time trial short circuit arena showdown multiplay ',0,0,0,0,0,0,0,0,1,0,0,0
' ben truck simul superdooperloopi studio play full screen best experi enjoy ',0,0,0,0,0,0,0,0,1,0,0,0
' outrun player around world quick player race massiv player tournament take break relax collect treasur casual player adventur track creat share level upgrad ride custom charact swaggiest hat galaxi team climb leaderboard win glorious price featur drive million player creat level ride two badass vehicl dirtbik offroad car collect upgrad treasur fun new item creat share track race real player world team beat team week season get awesom prize climb rank global local leaderboard custom charact cool hat hop ride join excit race galaxi facebook instagram twitter forum ',0,0,0,0,0,0,0,0,1,0,0,0
' sinc incept bigfoot leader pack innov develop monster truck industri get readi mind blow care crush action star origin monster truck bigfoot three vehicl categori light amateur monster truck pro stock monster truck pro modifi monster truck cours configur vehicl categori monster truck power varieti depth race environ ',0,0,0,0,0,0,0,0,1,0,0,0
' challeng race game play featur free play ton amaz race bike amaz environ fast race track simpl intuit bike drive control unlimit fun amaz rain effect storm sound effect ',0,0,0,0,0,0,0,0,1,0,0,0
' play imposs track race super bike stunt bike road run simul super bike game download challeng daredevil bike experi super bike race simul stunt game lot thrill wheel bike race featur road race run road awesom stunt bike race techniqu simpli choos super bike race stunt bike play game awesom stunt bike race featur super bike race game allow perform daredevil bike stunt like wheel speed super bike race ',0,0,0,0,0,0,0,0,1,0,0,0
' bike trial ninja brand new trial bike game reach end without crash challeng level set ancient japan ramp duck steer bike finish line realist bike physic beauti sceneri hour challeng play ',0,0,0,0,0,0,0,0,1,0,0,0
' bike epic bike trial game ever master bike ride skill overcom obstacl collect treasur level full danger bewar sharp cut spike break glass explod bomb stormi wind zone journey take stun beauti environ select hundr bike custom featur mani upgrad play friend join player forg strongest bike team time bikeup bike includ adventur level easi fun play challeng master ton upgrad hundr custom featur stun beauti environ play friend fight team multiplay global local friend leaderboard ',0,0,0,0,0,0,0,0,1,0,0,0
' bike game ',0,0,0,0,0,0,0,0,1,0,0,0
' thrill adventur mountain race biker hilli ride fli touch sky time movement hold releas right time featur bike hill cloud coin dozen level load fun ',0,0,0,0,0,0,0,0,1,0,0,0
' ride toward infin control arrow key move submiss udgj ',0,0,0,0,0,0,0,0,1,0,0,0
' bitgem hover girl play cross finish line win player play best play xbox control multiplay game control xbox control left stick move left right button right trigger keyboard control player arrow left right arrow move left right player move left move right player move left move right player move left move right uniti asset use highroad engin race engin bitgem volleybal girl charact model bitgem low poli citi set level model bitgem karat set level model toon gunner charact low poli hoverboard music smartsound felt heard main theme fresh breez race track theme hello nighttim race track theme spice nice race track theme ',0,0,0,0,0,0,0,0,1,0,0,0
' game test jon cinar ',0,0,0,0,0,0,0,0,1,0,0,0
' drink arcad style game goal get dog without melt death ',0,0,0,0,0,0,0,0,1,0,0,0
' blocki highway race traffic avoid train collect car import fun collect coin open prize box get new car complet collect drive full speed score big crash time control car crash hit traffic car extra score key featur gorgeous voxel art graphic world choos differ vehicl drive truck motorbik plane boat much crash time car collect complet game mode endless easi mode kid mission gamecent leaderboard achiev pleas leav rate give feedback improv game ',0,0,0,0,0,0,0,0,1,0,0,0
' use left use right game made level avoid obstacl black block travel pass level fun accept challeng instagram profil ',0,0,0,0,0,0,0,0,1,0,0,0
' game submiss ludum dare race game make car wheel much blast blueprint blast hahah gandhi ',0,0,0,0,0,0,0,0,1,0,0,0
' blur race vehicular combat game develop bizarr creation publish activis featur realist car track career mode also support player local splitscreen player lan car obtain power race use gain advantag imped player increas defenc provid effect like speed boost unlik twist metal weapon pick physic sci fiesq energi bolt orb ',0,0,0,0,0,0,0,0,1,0,0,0
' descript boolean cube cube runner game control cube help reach finish line without collid obstacl boolean cube protagonist know one thing red good everyth els bad control control game left right touch left screen left right screen right either hold touch keep given direct touch left right quick maneuv around obstacl littl learn game develop first game love hear say game feel free comment thought ',0,0,0,0,0,0,0,0,1,0,0,0
' save comrad race finish ',0,0,0,0,0,0,0,0,1,0,0,0
' first game use uniti game engin tri make game learn even itch pleas support parteon support link bellow control use right arrow left arrow movement play control rule touch red object touch blue warn first game develop prototyp mode claim right make music asset game use support patreon support youtub ',0,0,0,0,0,0,0,0,1,0,0,0
' simpl race game avoid car base famous game brickgam made pixel vision ',0,0,0,0,0,0,0,0,1,0,0,0
' spirit old arcad classic like super sprint old comput racer like micro machin race topdown track five player onlin local front comput local multiplay race friend full control support front compet best time annoy action elimini mode onlin multiplay play public game onlin quick fun start privat lobbi invit friend climb top leaderboard driver stand singl player race bot drive alon get best possibl time local leaderboard game mode race better posit leaderboard time mode tri beat oppon power action mode final drive elimin mode player last posit seocnd catch mayb speed power help featur differ track two theme three game mode time action elimin match onlin multiplay five player support keyboard control five local player bot singl player challeng additon car local multiplay local onlin leaderboard onlin driver stand ',0,0,0,0,0,0,0,0,1,0,0,0
' bubbl gum play zoey bold high schooler skip class take friend challeng ride bmx land awesom trick make everi squar inch citi ohoko person playground ride around complet short challeng earn point time tri score much time care howev time teacher come chase put back class better keep challeng streak bubbl gum experi crazi fast pace arcad gameplay fun control use joy con control bluetooth requir comput fun color aesthet cloth music everyth arcad mode test skill time attack mode test might coop mode test friendship play free let know think bubbl gum final project school team compos anquez creativ direct game design matthieu picard art direct concept art bastien lepes program mari koller art augustin potell level design nottez project manag ',0,0,0,0,0,0,0,0,1,0,0,0
' explor psychedel world buggi game race remot control machin becom best buggi planet ',0,0,0,0,0,0,0,0,1,0,0,0
' made game ludum dare game build speed becom fastest racer also first ever game jam tool visual studio bosca ceoil gimp ',0,0,0,0,0,0,0,0,1,0,0,0
' use bumper trigger button control car set row format drive must evad lightn strike use chang lane continu get faster frequenc lightn strike forget keep car line format gain point stay vertic line play challeng game test reaction control gamepad requir play button button requir play press bumper restart game press trigger exit made hour bugfalljam game design art volkan hac tahiro ullar game develop burak kanbur ',0,0,0,0,0,0,0,0,1,0,0,0
' fun littl top arcad racer develop android optim mobil experi encount problem low fps tri turn particl track still develop miss collis box content come soon open new idea make game better control support yet key wasd arrow acceler turn car enter select advanc menu esc back exit game android automat acceler left right screen touch turn car ',0,0,0,0,0,0,0,0,1,0,0,0
' two player race game uki game jam octob contributor thoma crow aidan murray ',0,0,0,0,0,0,0,0,1,0,0,0
' got close time never trashpit championship skill behind wheel father someth miss mayb instinct mayb feroc hummingbird beat reaction time success track demand regardless race day gave key old truck littl money get start futur famili legaci uphold stun effect amaz fire hard race bullet crave long prepar listen burn nois mad spin tire start get car tri surviv track quick smart fearless trashpit cup forget take good minigun coupl mine competit anyth friend featur race track car type modif weapon type modif upgrad system engin nitrous armor ammo box etc oppon uniqu style action addit bonus track race statist award ',0,0,0,0,0,0,0,0,1,0,0,0
' burnout point impact race video game develop criterion game publish acclaim entertain playstat gamecub xbox sequel video game burnout second titl burnout seri last burnout game releas gamecub seri would see releas nintendo platform releas burnout legend game also mark acclaim last entri burnout seri acclaim would bankrupt rest seri would publish electron art ',0,0,0,0,0,0,0,0,1,0,0,0
' burnout race video game develop criterion game publish acclaim entertain playstat gamecub xbox burnout first seri high speed race game note top crash high risk gameplay mechan ',0,0,0,0,0,0,0,0,1,0,0,0
' easi surpris fun game play fun addict game today easi thrill race full fun tri burnout citi ridicul fun easi game play charact fals accus crime commit let catch easili becom fugit run polic tri excit game full thrill delight main featur thrill polic chase speedi deliveri escap mission various vehicl characterist competit friend world high recommend user enjoy casual game user enjoy race game yes even enjoy one user take time bathroom constip problem user enjoy race game user look game kill time user prefer one touch game user intens stress ',0,0,0,0,0,0,0,0,1,0,0,0
' burnout domin push skill nerv limit tear across new world tour battl insan traffic ever uncov exploit shortcut master drift corner barrel oncom car nerv shred bid becom ultim burner fuel rivalri stoke adrenalin even brand new maniac mode ton unlock featur award burnout domin keep lock load ultim vehicular combat experi ',0,0,0,0,0,0,0,0,1,0,0,0
' make action middl name rule street burnout paradis remast tear town hectic downtown avenu wild mountain road reliv high octan stunt wanton destruct one greatest arcad drive game ever burnout paradis remast provid ultim drive playground friend play onlin remast includ addon year paradis includ big surf island updat meticul recreat readi wreck playstat pro onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici player network player full game requir playstat plus membership access onlin multiplay minimum save size dualshock onlin play option softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account condit restrict appli see detail ',0,0,0,0,0,0,0,0,1,0,0,0
' burnout paradis ultim box extend version origin burnout paradis game game offer action race sometim resembl demolit derbi open world set paradis citi game remark damag system improv whole experi interrupt monoton move across citi free explor first time seri ultim box edit develop day night time cycl dynam weather system graphic becam much better chang also affect gameplay player race explor entir map citi either car bike also race career begin dump driver control player get first car two new bike player complet race fill drive licens scale upgrad level open new car event free roam mode also integr part gameplay travel across map driver abl perform various stunt unlock special achiev licens experi ',0,0,0,0,0,0,0,0,1,0,0,0
' burnout paradis race open world studio criterion game action take place fiction paradis citi complet open world player particip sever kind race discov new car secret distinct featur burnout game seri detail recreat damag car accid occur slow camera hang excit angl paradis two type damag wheel place suspens damag player continu race despit damag player lose one wheel car consid wreck player respawn also car react realist collis scratch dent appear bodi bodi twist abreast solid object impact player game alon singl campaign compet multiplay race add new mode cop robber ',0,0,0,0,0,0,0,0,1,0,0,0
' game burnout racer contemporari video game object offer player challeng enjoy experi car race game control car although player goal within game win race game control car techniqu adopt game primarili design give player enjoy time race car word object win either side given highest prioriti game still develop phase may stabl bug solv later releas first game pleas check thank play ',0,0,0,0,0,0,0,0,1,0,0,0
' calvin tucker farm anim race wacki cartoonish kart game load typic redneck toilet humor eight wacki anim redneck farm crazi organ tournament bring farm tropic pirat island polar region egypt insid pyramid warp back time mediev time return ufo back time sound crazi everi track fill interact element anyth happen time track tournamentstwelv uniqu track avail tournament also quick race unlock tournament golden trophi appear next tournament avail unlock six environ farm track farm immens field corn flower grass big red farmer barn windmil small town cozi creek place redneck farm anim come mediev mad mediev world farm anim discov immens castl wall tower small dirti villag everyth seem cool happi happi shini mediev world part world dark forrest danger around pirat bay pirat track fear pirat bay locat small island pacif lower part island hard pass jungl higher part island danger part danger cliff weak bridg creepi tunnel skull shape entranc nova zembla polar track crazi road tunnel bridg entir made ice farm anim like cold danger track first challeng arctic race egypt encount burn hot sand ancient wall treasur rocki canyon egypt complet opposit previous polar world certain easier especi tricki insid pyramid hard master rosewel ufo level contain alien ufo mark cornfield supermarket park lot cours mani ufo watch invas stori one day anim redneck farm sit togeth think world discov farm main idea come billi pete pig satisfi small dirti shack everyday billi pete listen stori adventur slimey clumsi alway brag friend slimey billi frog claim seen journey billi pete take closer look save last coupl year decid take gambl travel around globe organ exit race tournament fun cours adrenalin hire strong fearsom billi barri bull protect danger might encount world silent cool billi cool sheep sunglass decid join parti reason mystic billi cool know soon billi goat love cow wife sue ella stripe decid race well fun even chicken sue quack decid join parti engin prepar crazi vehicl crazi cat billi slick decid join otherwis one left farm harass oppress crazi organ tournament bring farm tropic pirat island polar region egypt insid pyramid warp time mediev time return ufo back time ',0,0,0,0,0,0,0,0,1,0,0,0
' camper jumper simul crazi race game lot puzzl discov solv challeng trail lost shortcut must found win lot hidden secret challeng use nitro hand brake overcom rout soon possibl jump deep crevic rock bewar mutat anim friend alien civil holiday time rest end abl realiz wildest idea test vehicl area thought togeth two friend travel raven rock small canyon wilder year becom center entertain wait spot turn everyth area abandon rumor spoke strang mutat anim wild beast past even alien civil visit earth nonsens thought start prepar car ride test car solv puzzl raven rock use skill also brain visit ancient cave use left behind flee worker machin use everyth stop alien invas ',0,0,0,0,0,0,0,0,1,0,0,0
' note control play singl player multiplay control thrust revers jump hold switch rotat air left stick rotat turn boost made flywolf zarroc asset kenney ',0,0,0,0,0,0,0,0,1,0,0,0
' download car control apk instal android devic enter code press play internet connect requir car physic implement ',0,0,0,0,0,0,0,0,1,0,0,0
' world rubbl peopl gone one still around appar decid best thing ride ride silli car like tomorrow probabl carbag cute easi threshold bumper car parti everyon perfect simpl children inexperienc player offer ridicul stunt master among matur gamer play couch friend famili forget snack game mode captur crown first hold crown second win surviv drive floor disappear last car stand demolit destroy build gather cute pixel cube gather win race normal get fastest fast player couch multiplay bonanza singl player support control full xbox support keyboard support age move control stick around toddler support develop hey sometim get idea wan turn idea game real quick extens plan big budget estim wan get get dirti gameplay code graphic hello game constant work sever bigger product love take time everi hour half day game got done pixel perfect polish deepest experi biggest titl ship smallest either someth realli fun develop realli realli realli want share summer vacat sincer hope fun love hello game get contact use discord server ',0,0,0,0,0,0,0,0,1,0,0,0
' bundl four race mini game parti like set join four friend compet see best driver ',0,0,0,0,0,0,0,0,1,0,0,0
' gamejam game develop indieschooltrip bit broken use key swap player short intro world ravag vehicular warfar like mad max duti surviv drive end becom next cardysseus player per game free cardyssey need control cardyssey play player start driver player must forc driver mean necessari place obstacl button gamepad road yell insult face friend troll make driver crash burn driver aim drive goal approach goal control rumbl signal right way indomit will abund skill drive past obstacl outlast oppon achiev ultim victori driver reach goal game score count score earn total distanc driven toward goal control left thumbstick steer driver aim passeng right trigger acceler driver left trigger break driver button place obstacl passeng credit hei man chan addit game design sound list made game sebastian frey program sebastian kraus program model tim sugaipov program jayant uppal addit game design ',0,0,0,0,0,0,0,0,1,0,0,0
' ever wonder feel success ride share driver game buy custom uniqu amaz car meet chat client explor amaz citi compet driver first leader board play tap screen start hold screen acceler move forward releas brake avoid obstacl take client destin fast possibl ',0,0,0,0,0,0,0,0,1,0,0,0
' small test project ride circular path along stupid artifici intellig game finish endless loop ',0,0,0,0,0,0,0,0,1,0,0,0
' best mobil game award devgamm minsk get indi prize carrag addict arcad race game reveal post apocalypt univers rule mad desper driver experi mind blow race number tough look vehicl start dusti rust bucket van arm circular saw end indestruct truck blast away everyth way key featur carrag advanc thorough design physic allow feel wheel real combat vehicl uniqu game mode like battl open arena cargo deliveri armor truck get perfect race game lot shoot collis explos amaz graphic latest featur uniti engin incred realist car crash destruct color explos shoot plung good old arcad race atmospher one dynam beauti game ever seen mobil platform carrag featur uniqu race locat race track open arena truck rout excit singl player campaign base local multiplay mode high detail game environ full desert citi industri area other game mode classic race weapon deliveri mode featur truck open arena battl trashbal ice hockey vehicl car van dead chariot wide rang upgrad modif gear turn car weapon vengeanc type upgrad weapon origin decal exclus soundtrack creat top atmospher game ram oppon use nitro overtak turn blow mine demonstr excel drive skill final blast way rocket download carrag enjoy insan mission singl player campaign challeng friend multiplay offici facebook communiti offici game websit ',0,0,0,0,0,0,0,0,1,0,0,0
' inspir disney pixar anim film car video game let rev engin join lightn mcqueen holli shiftwel mile axelrod friend high speed race around globe train hard enough might make special agent command headquart recon oper motor espionag get tackl danger mission intern spi use daredevil drive skill action pack combat race see becom fastest car world develop virtual toy car disney pixar includ under right third parti vehicl volkswagen trademark design patent copyright use approv owner volkswagen gremlin trademark chrysler llc fiat trademark fiat pacer trademark chrysler llc corvett trademark general motor jeep jeep grill design regist trademark chrysler llc sarg rank insignia design use approv armi bentley trademark bentley motor limit maserati logo model design trademark maserati use licens background inspir cadillac ranch ant farm lord michel marquez purchas use item subject playstat network term servic item use restrict applic term locat wish accept term purchas use item one time licens fee download consol system associ purchas account ',0,0,0,0,0,0,0,0,1,0,0,0
' start engin gear ultim race experi car driven win inspir disney pixar film car play customiz charact includ lightn mcqueen jackson storm cruz ramirez next generat racer track set icon locat film radiat spring train advanc abil game mode challeng famili friend battl race becom ultim champion road becom hall fame driver train skill give edg race anyon win player dualshock softwar subject licens playstat com softwarelicens onlin featur requir account subject term servic applic privaci polici playstationnetwork com term servic playstationnetwork com privaci polici one time licens fee play account design primari system system sign account car driven win softwar warner bros entertain inc develop avalanch softwar disney pixar right reserv use telemetri perform visual use bink video copyright rad game tool inc right reserv game logo wbie logo shield warner bros entertain inc ',0,0,0,0,0,0,0,0,1,0,0,0
' mcqueen mater host radiat spring race invit race race charectar take like sarg holley flow even finn mcmissl ',0,0,0,0,0,0,0,0,1,0,0,0
